timestamp;customer_no;location
2019-09-05 07:18:00;33;spices
2019-09-05 07:18:00;35;fruit
2019-09-05 07:18:00;36;fruit
2019-09-05 07:18:00;37;fruit
2019-09-05 07:19:00;3;dairy
2019-09-05 07:19:00;6;fruit
2019-09-05 07:19:00;13;dairy
2019-09-05 07:19:00;22;spices
2019-09-05 07:19:00;26;dairy
2019-09-05 07:19:00;27;spices
2019-09-05 07:19:00;32;fruit
2019-09-05 07:19:00;33;checkout
2019-09-05 07:19:00;34;spices
2019-09-05 07:19:00;35;checkout
2019-09-05 07:19:00;37;drinks
2019-09-05 07:19:00;38;drinks
2019-09-05 07:19:00;39;dairy
2019-09-05 07:19:00;40;dairy
2019-09-05 07:19:00;41;fruit
2019-09-05 07:19:00;42;spices
2019-09-05 07:20:00;6;spices
2019-09-05 07:20:00;13;spices
2019-09-05 07:20:00;22;dairy
2019-09-05 07:20:00;27;checkout
2019-09-05 07:20:00;32;checkout
2019-09-05 07:20:00;34;dairy
2019-09-05 07:20:00;37;checkout
2019-09-05 07:20:00;38;dairy
2019-09-05 07:20:00;43;spices
2019-09-05 07:21:00;6;dairy
2019-09-05 07:21:00;12;checkout
2019-09-05 07:21:00;13;checkout
2019-09-05 07:21:00;38;drinks
2019-09-05 07:21:00;40;fruit
2019-09-05 07:21:00;41;checkout
2019-09-05 07:21:00;43;dairy
2019-09-05 07:22:00;38;checkout
2019-09-05 07:22:00;44;fruit
2019-09-05 07:22:00;45;spices
2019-09-05 07:22:00;46;fruit
2019-09-05 07:22:00;47;spices
2019-09-05 07:23:00;11;checkout
2019-09-05 07:23:00;22;checkout
2019-09-05 07:23:00;26;checkout
2019-09-05 07:23:00;30;drinks
2019-09-05 07:23:00;39;checkout
2019-09-05 07:23:00;40;checkout
2019-09-05 07:23:00;42;dairy
2019-09-05 07:23:00;44;drinks
2019-09-05 07:23:00;45;drinks
2019-09-05 07:23:00;47;drinks
2019-09-05 07:24:00;3;spices
2019-09-05 07:24:00;36;checkout
2019-09-05 07:24:00;47;checkout
2019-09-05 07:24:00;48;fruit
2019-09-05 07:25:00;3;drinks
2019-09-05 07:25:00;20;drinks
2019-09-05 07:25:00;48;checkout
2019-09-05 07:25:00;49;fruit
2019-09-05 07:25:00;50;spices
2019-09-05 07:25:00;51;drinks
2019-09-05 07:26:00;3;checkout
2019-09-05 07:26:00;6;checkout
2019-09-05 07:26:00;30;checkout
2019-09-05 07:26:00;44;checkout
2019-09-05 07:26:00;46;checkout
2019-09-05 07:26:00;52;drinks
2019-09-05 07:27:00;42;fruit
2019-09-05 07:27:00;45;checkout
2019-09-05 07:27:00;49;spices
2019-09-05 07:27:00;50;fruit
2019-09-05 07:27:00;51;fruit
2019-09-05 07:27:00;53;spices
2019-09-05 07:27:00;54;dairy
2019-09-05 07:27:00;55;spices
2019-09-05 07:27:00;56;dairy
2019-09-05 07:28:00;20;fruit
2019-09-05 07:28:00;43;drinks
2019-09-05 07:28:00;49;dairy
2019-09-05 07:28:00;54;drinks
2019-09-05 07:28:00;55;checkout
2019-09-05 07:29:00;50;checkout
2019-09-05 07:29:00;52;checkout
2019-09-05 07:29:00;53;drinks
2019-09-05 07:30:00;49;checkout
2019-09-05 07:30:00;53;checkout
2019-09-05 07:30:00;54;checkout
2019-09-05 07:30:00;57;dairy
2019-09-05 07:30:00;58;fruit
2019-09-05 07:30:00;59;dairy
2019-09-05 07:31:00;20;checkout
2019-09-05 07:31:00;42;drinks
2019-09-05 07:31:00;56;checkout
2019-09-05 07:31:00;57;checkout
2019-09-05 07:31:00;58;checkout
2019-09-05 07:31:00;59;fruit
2019-09-05 07:31:00;60;dairy
2019-09-05 07:32:00;42;fruit
2019-09-05 07:32:00;43;checkout
2019-09-05 07:32:00;59;checkout
2019-09-05 07:32:00;60;checkout
2019-09-05 07:32:00;61;dairy
2019-09-05 07:32:00;62;drinks
2019-09-05 07:32:00;63;spices
2019-09-05 07:32:00;64;spices
2019-09-05 07:32:00;65;dairy
2019-09-05 07:32:00;66;dairy
2019-09-05 07:33:00;34;drinks
2019-09-05 07:33:00;63;dairy
2019-09-05 07:33:00;67;drinks
2019-09-05 07:33:00;68;drinks
2019-09-05 07:34:00;51;dairy
2019-09-05 07:34:00;63;spices
2019-09-05 07:34:00;64;checkout
2019-09-05 07:34:00;65;checkout
2019-09-05 07:34:00;69;dairy
2019-09-05 07:34:00;70;fruit
2019-09-05 07:34:00;71;fruit
2019-09-05 07:34:00;72;fruit
2019-09-05 07:34:00;73;fruit
2019-09-05 07:34:00;74;fruit
2019-09-05 07:35:00;61;checkout
2019-09-05 07:35:00;63;fruit
2019-09-05 07:35:00;68;spices
2019-09-05 07:35:00;70;checkout
2019-09-05 07:35:00;72;spices
2019-09-05 07:35:00;73;dairy
2019-09-05 07:35:00;74;checkout
2019-09-05 07:35:00;75;drinks
2019-09-05 07:35:00;76;dairy
2019-09-05 07:35:00;77;dairy
2019-09-05 07:35:00;78;drinks
2019-09-05 07:35:00;79;spices
2019-09-05 07:36:00;34;fruit
2019-09-05 07:36:00;42;dairy
2019-09-05 07:36:00;62;checkout
2019-09-05 07:36:00;66;checkout
2019-09-05 07:36:00;67;checkout
2019-09-05 07:36:00;69;spices
2019-09-05 07:36:00;72;dairy
2019-09-05 07:36:00;75;dairy
2019-09-05 07:36:00;77;checkout
2019-09-05 07:36:00;78;checkout
2019-09-05 07:36:00;80;dairy
2019-09-05 07:37:00;42;fruit
2019-09-05 07:37:00;51;spices
2019-09-05 07:37:00;68;checkout
2019-09-05 07:37:00;71;checkout
2019-09-05 07:37:00;75;drinks
2019-09-05 07:37:00;79;drinks
2019-09-05 07:37:00;81;drinks
2019-09-05 07:38:00;63;spices
2019-09-05 07:38:00;69;checkout
2019-09-05 07:38:00;75;fruit
2019-09-05 07:38:00;81;checkout
2019-09-05 07:39:00;42;checkout
2019-09-05 07:39:00;51;dairy
2019-09-05 07:39:00;75;checkout
2019-09-05 07:39:00;82;drinks
2019-09-05 07:39:00;83;drinks
2019-09-05 07:39:00;84;fruit
2019-09-05 07:40:00;51;checkout
2019-09-05 07:40:00;63;fruit
2019-09-05 07:40:00;73;checkout
2019-09-05 07:40:00;79;checkout
2019-09-05 07:40:00;83;spices
2019-09-05 07:40:00;84;checkout
2019-09-05 07:41:00;34;checkout
2019-09-05 07:42:00;85;spices
2019-09-05 07:42:00;86;spices
2019-09-05 07:42:00;87;fruit
2019-09-05 07:43:00;85;drinks
2019-09-05 07:43:00;87;checkout
2019-09-05 07:44:00;63;checkout
2019-09-05 07:44:00;76;checkout
2019-09-05 07:44:00;82;spices
2019-09-05 07:44:00;83;drinks
2019-09-05 07:44:00;85;fruit
2019-09-05 07:44:00;86;drinks
2019-09-05 07:44:00;88;dairy
2019-09-05 07:45:00;83;checkout
2019-09-05 07:45:00;85;checkout
2019-09-05 07:46:00;80;checkout
2019-09-05 07:46:00;82;drinks
2019-09-05 07:47:00;82;fruit
2019-09-05 07:47:00;89;fruit
2019-09-05 07:47:00;90;fruit
2019-09-05 07:47:00;91;spices
2019-09-05 07:47:00;92;fruit
2019-09-05 07:48:00;82;drinks
2019-09-05 07:48:00;86;fruit
2019-09-05 07:48:00;88;drinks
2019-09-05 07:48:00;91;checkout
2019-09-05 07:49:00;72;checkout
2019-09-05 07:49:00;86;checkout
2019-09-05 07:49:00;89;checkout
2019-09-05 07:49:00;93;dairy
2019-09-05 07:49:00;94;spices
2019-09-05 07:50:00;88;checkout
2019-09-05 07:50:00;92;checkout
2019-09-05 07:50:00;93;checkout
2019-09-05 07:50:00;95;fruit
2019-09-05 07:51:00;94;dairy
2019-09-05 07:51:00;96;fruit
2019-09-05 07:52:00;82;checkout
2019-09-05 07:52:00;90;checkout
2019-09-05 07:53:00;97;dairy
2019-09-05 07:53:00;98;spices
2019-09-05 07:53:00;99;dairy
2019-09-05 07:53:00;100;fruit
2019-09-05 07:53:00;101;drinks
2019-09-05 07:54:00;94;checkout
2019-09-05 07:54:00;96;drinks
2019-09-05 07:54:00;98;checkout
2019-09-05 07:54:00;100;checkout
2019-09-05 07:54:00;101;fruit
2019-09-05 07:54:00;102;drinks
2019-09-05 07:55:00;102;spices
2019-09-05 07:55:00;103;fruit
2019-09-05 07:55:00;104;fruit
2019-09-05 07:56:00;101;checkout
2019-09-05 07:56:00;102;checkout
2019-09-05 07:56:00;104;dairy
2019-09-05 07:57:00;95;spices
2019-09-05 07:57:00;105;dairy
2019-09-05 07:58:00;96;checkout
2019-09-05 07:58:00;97;fruit
2019-09-05 07:59:00;95;drinks
2019-09-05 07:59:00;97;spices
2019-09-05 08:00:00;97;checkout
2019-09-05 08:00:00;106;drinks
2019-09-05 08:00:00;107;drinks
2019-09-05 08:00:00;108;dairy
2019-09-05 08:00:00;109;fruit
2019-09-05 08:01:00;95;fruit
2019-09-05 08:01:00;99;fruit
2019-09-05 08:01:00;104;drinks
2019-09-05 08:01:00;106;checkout
2019-09-05 08:01:00;109;checkout
2019-09-05 08:01:00;110;fruit
2019-09-05 08:02:00;99;dairy
2019-09-05 08:02:00;103;dairy
2019-09-05 08:02:00;104;checkout
2019-09-05 08:02:00;110;checkout
2019-09-05 08:02:00;111;fruit
2019-09-05 08:02:00;112;dairy
2019-09-05 08:02:00;113;dairy
2019-09-05 08:02:00;114;spices
2019-09-05 08:02:00;115;dairy
2019-09-05 08:03:00;103;drinks
2019-09-05 08:03:00;107;checkout
2019-09-05 08:03:00;108;drinks
2019-09-05 08:03:00;111;dairy
2019-09-05 08:03:00;113;drinks
2019-09-05 08:04:00;105;checkout
2019-09-05 08:04:00;111;drinks
2019-09-05 08:04:00;112;fruit
2019-09-05 08:04:00;113;checkout
2019-09-05 08:04:00;114;checkout
2019-09-05 08:04:00;116;dairy
2019-09-05 08:04:00;117;fruit
2019-09-05 08:04:00;118;fruit
2019-09-05 08:04:00;119;spices
2019-09-05 08:04:00;120;spices
2019-09-05 08:05:00;99;checkout
2019-09-05 08:05:00;103;checkout
2019-09-05 08:05:00;112;spices
2019-09-05 08:05:00;118;checkout
2019-09-05 08:05:00;119;dairy
2019-09-05 08:05:00;121;fruit
2019-09-05 08:05:00;122;fruit
2019-09-05 08:05:00;123;fruit
2019-09-05 08:05:00;124;drinks
2019-09-05 08:05:00;125;fruit
2019-09-05 08:05:00;126;fruit
2019-09-05 08:06:00;95;checkout
2019-09-05 08:06:00;108;fruit
2019-09-05 08:06:00;111;checkout
2019-09-05 08:06:00;120;dairy
2019-09-05 08:06:00;121;checkout
2019-09-05 08:06:00;122;checkout
2019-09-05 08:06:00;123;checkout
2019-09-05 08:06:00;125;checkout
2019-09-05 08:06:00;127;drinks
2019-09-05 08:07:00;108;checkout
2019-09-05 08:07:00;112;dairy
2019-09-05 08:07:00;115;spices
2019-09-05 08:07:00;119;fruit
2019-09-05 08:07:00;127;spices
2019-09-05 08:07:00;128;spices
2019-09-05 08:07:00;129;dairy
2019-09-05 08:07:00;130;fruit
2019-09-05 08:08:00;117;dairy
2019-09-05 08:08:00;124;checkout
2019-09-05 08:08:00;127;drinks
2019-09-05 08:09:00;117;spices
2019-09-05 08:09:00;126;spices
2019-09-05 08:09:00;129;checkout
2019-09-05 08:09:00;131;fruit
2019-09-05 08:09:00;132;dairy
2019-09-05 08:09:00;133;fruit
2019-09-05 08:09:00;134;fruit
2019-09-05 08:09:00;135;drinks
2019-09-05 08:10:00;112;drinks
2019-09-05 08:10:00;115;fruit
2019-09-05 08:10:00;128;checkout
2019-09-05 08:10:00;130;checkout
2019-09-05 08:10:00;136;spices
2019-09-05 08:10:00;137;spices
2019-09-05 08:10:00;138;fruit
2019-09-05 08:10:00;139;dairy
2019-09-05 08:10:00;140;dairy
2019-09-05 08:11:00;112;spices
2019-09-05 08:11:00;115;dairy
2019-09-05 08:11:00;119;checkout
2019-09-05 08:11:00;120;spices
2019-09-05 08:11:00;127;checkout
2019-09-05 08:11:00;133;drinks
2019-09-05 08:11:00;135;checkout
2019-09-05 08:11:00;136;fruit
2019-09-05 08:11:00;137;dairy
2019-09-05 08:11:00;138;checkout
2019-09-05 08:11:00;139;checkout
2019-09-05 08:11:00;141;dairy
2019-09-05 08:12:00;112;checkout
2019-09-05 08:12:00;117;fruit
2019-09-05 08:12:00;120;dairy
2019-09-05 08:12:00;126;checkout
2019-09-05 08:13:00;117;checkout
2019-09-05 08:13:00;132;checkout
2019-09-05 08:13:00;134;dairy
2019-09-05 08:13:00;137;spices
2019-09-05 08:13:00;140;drinks
2019-09-05 08:13:00;141;checkout
2019-09-05 08:13:00;142;dairy
2019-09-05 08:13:00;143;dairy
2019-09-05 08:14:00;133;checkout
2019-09-05 08:14:00;144;spices
2019-09-05 08:14:00;145;fruit
2019-09-05 08:14:00;146;dairy
2019-09-05 08:14:00;147;fruit
2019-09-05 08:14:00;148;spices
2019-09-05 08:14:00;149;dairy
2019-09-05 08:15:00;140;fruit
2019-09-05 08:15:00;147;checkout
2019-09-05 08:15:00;150;dairy
2019-09-05 08:16:00;137;fruit
2019-09-05 08:16:00;143;checkout
2019-09-05 08:16:00;144;drinks
2019-09-05 08:16:00;150;fruit
2019-09-05 08:16:00;151;dairy
2019-09-05 08:16:00;152;fruit
2019-09-05 08:16:00;153;fruit
2019-09-05 08:16:00;154;spices
2019-09-05 08:16:00;155;spices
2019-09-05 08:17:00;115;checkout
2019-09-05 08:17:00;136;dairy
2019-09-05 08:17:00;140;spices
2019-09-05 08:17:00;144;checkout
2019-09-05 08:17:00;145;drinks
2019-09-05 08:17:00;146;checkout
2019-09-05 08:17:00;150;checkout
2019-09-05 08:17:00;151;spices
2019-09-05 08:17:00;153;checkout
2019-09-05 08:17:00;154;checkout
2019-09-05 08:17:00;155;dairy
2019-09-05 08:17:00;156;fruit
2019-09-05 08:17:00;157;dairy
2019-09-05 08:17:00;158;fruit
2019-09-05 08:17:00;159;dairy
2019-09-05 08:17:00;160;spices
2019-09-05 08:17:00;161;spices
2019-09-05 08:17:00;162;spices
2019-09-05 08:17:00;163;fruit
2019-09-05 08:18:00;120;fruit
2019-09-05 08:18:00;151;drinks
2019-09-05 08:18:00;152;checkout
2019-09-05 08:18:00;156;dairy
2019-09-05 08:18:00;157;checkout
2019-09-05 08:18:00;158;checkout
2019-09-05 08:18:00;160;dairy
2019-09-05 08:18:00;162;dairy
2019-09-05 08:18:00;164;dairy
2019-09-05 08:18:00;165;fruit
2019-09-05 08:19:00;134;checkout
2019-09-05 08:19:00;137;dairy
2019-09-05 08:19:00;140;drinks
2019-09-05 08:19:00;148;dairy
2019-09-05 08:19:00;159;checkout
2019-09-05 08:19:00;160;checkout
2019-09-05 08:19:00;165;checkout
2019-09-05 08:19:00;166;fruit
2019-09-05 08:19:00;167;fruit
2019-09-05 08:19:00;168;spices
2019-09-05 08:20:00;142;checkout
2019-09-05 08:20:00;145;spices
2019-09-05 08:20:00;149;spices
2019-09-05 08:20:00;151;spices
2019-09-05 08:20:00;161;dairy
2019-09-05 08:20:00;167;dairy
2019-09-05 08:20:00;169;fruit
2019-09-05 08:20:00;170;spices
2019-09-05 08:21:00;116;spices
2019-09-05 08:21:00;136;fruit
2019-09-05 08:21:00;151;dairy
2019-09-05 08:21:00;155;checkout
2019-09-05 08:21:00;167;drinks
2019-09-05 08:21:00;168;checkout
2019-09-05 08:21:00;169;checkout
2019-09-05 08:21:00;171;fruit
2019-09-05 08:21:00;172;fruit
2019-09-05 08:21:00;173;drinks
2019-09-05 08:21:00;174;spices
2019-09-05 08:21:00;175;drinks
2019-09-05 08:21:00;176;spices
2019-09-05 08:21:00;177;spices
2019-09-05 08:21:00;178;drinks
2019-09-05 08:21:00;179;fruit
2019-09-05 08:22:00;116;checkout
2019-09-05 08:22:00;120;checkout
2019-09-05 08:22:00;145;dairy
2019-09-05 08:22:00;149;dairy
2019-09-05 08:22:00;161;drinks
2019-09-05 08:22:00;163;checkout
2019-09-05 08:22:00;171;spices
2019-09-05 08:22:00;174;dairy
2019-09-05 08:22:00;176;dairy
2019-09-05 08:22:00;177;checkout
2019-09-05 08:22:00;178;checkout
2019-09-05 08:22:00;179;checkout
2019-09-05 08:22:00;180;drinks
2019-09-05 08:23:00;137;checkout
2019-09-05 08:23:00;140;checkout
2019-09-05 08:23:00;145;drinks
2019-09-05 08:23:00;151;fruit
2019-09-05 08:23:00;164;drinks
2019-09-05 08:23:00;171;checkout
2019-09-05 08:23:00;175;checkout
2019-09-05 08:24:00;145;fruit
2019-09-05 08:24:00;162;fruit
2019-09-05 08:24:00;164;checkout
2019-09-05 08:24:00;166;drinks
2019-09-05 08:24:00;170;drinks
2019-09-05 08:24:00;173;spices
2019-09-05 08:24:00;174;drinks
2019-09-05 08:24:00;181;fruit
2019-09-05 08:25:00;131;drinks
2019-09-05 08:25:00;148;checkout
2019-09-05 08:25:00;151;dairy
2019-09-05 08:25:00;156;drinks
2019-09-05 08:25:00;166;checkout
2019-09-05 08:25:00;167;fruit
2019-09-05 08:25:00;170;checkout
2019-09-05 08:25:00;173;checkout
2019-09-05 08:25:00;182;spices
2019-09-05 08:25:00;183;fruit
2019-09-05 08:25:00;184;drinks
2019-09-05 08:26:00;131;fruit
2019-09-05 08:26:00;136;checkout
2019-09-05 08:26:00;145;dairy
2019-09-05 08:26:00;151;checkout
2019-09-05 08:26:00;156;checkout
2019-09-05 08:26:00;172;checkout
2019-09-05 08:26:00;174;fruit
2019-09-05 08:26:00;183;dairy
2019-09-05 08:26:00;184;checkout
2019-09-05 08:26:00;185;spices
2019-09-05 08:26:00;186;fruit
2019-09-05 08:26:00;187;fruit
2019-09-05 08:26:00;188;spices
2019-09-05 08:27:00;161;checkout
2019-09-05 08:27:00;167;checkout
2019-09-05 08:27:00;174;checkout
2019-09-05 08:27:00;176;spices
2019-09-05 08:27:00;180;checkout
2019-09-05 08:27:00;187;checkout
2019-09-05 08:27:00;188;checkout
2019-09-05 08:28:00;176;dairy
2019-09-05 08:28:00;182;drinks
2019-09-05 08:28:00;185;checkout
2019-09-05 08:28:00;186;spices
2019-09-05 08:28:00;189;fruit
2019-09-05 08:28:00;190;fruit
2019-09-05 08:28:00;191;dairy
2019-09-05 08:28:00;192;spices
2019-09-05 08:29:00;131;checkout
2019-09-05 08:29:00;162;dairy
2019-09-05 08:29:00;181;checkout
2019-09-05 08:29:00;183;checkout
2019-09-05 08:29:00;186;dairy
2019-09-05 08:29:00;193;dairy
2019-09-05 08:30:00;149;fruit
2019-09-05 08:30:00;162;spices
2019-09-05 08:30:00;176;fruit
2019-09-05 08:31:00;190;checkout
2019-09-05 08:31:00;191;fruit
2019-09-05 08:31:00;192;checkout
2019-09-05 08:32:00;149;dairy
2019-09-05 08:32:00;162;drinks
2019-09-05 08:32:00;186;fruit
2019-09-05 08:32:00;191;dairy
2019-09-05 08:32:00;194;drinks
2019-09-05 08:33:00;182;checkout
2019-09-05 08:33:00;191;spices
2019-09-05 08:33:00;194;checkout
2019-09-05 08:34:00;145;spices
2019-09-05 08:34:00;195;dairy
2019-09-05 08:34:00;196;fruit
2019-09-05 08:34:00;197;drinks
2019-09-05 08:34:00;198;dairy
2019-09-05 08:34:00;199;dairy
2019-09-05 08:34:00;200;dairy
2019-09-05 08:34:00;201;fruit
2019-09-05 08:35:00;145;dairy
2019-09-05 08:35:00;186;dairy
2019-09-05 08:35:00;189;checkout
2019-09-05 08:36:00;162;checkout
2019-09-05 08:36:00;191;fruit
2019-09-05 08:36:00;196;checkout
2019-09-05 08:36:00;202;drinks
2019-09-05 08:36:00;203;spices
2019-09-05 08:36:00;204;fruit
2019-09-05 08:36:00;205;drinks
2019-09-05 08:36:00;206;dairy
2019-09-05 08:37:00;198;checkout
2019-09-05 08:37:00;199;checkout
2019-09-05 08:37:00;201;dairy
2019-09-05 08:37:00;202;checkout
2019-09-05 08:37:00;203;dairy
2019-09-05 08:37:00;204;checkout
2019-09-05 08:38:00;176;spices
2019-09-05 08:38:00;186;spices
2019-09-05 08:39:00;145;spices
2019-09-05 08:39:00;195;checkout
2019-09-05 08:39:00;197;fruit
2019-09-05 08:39:00;200;checkout
2019-09-05 08:39:00;201;spices
2019-09-05 08:39:00;203;spices
2019-09-05 08:39:00;205;checkout
2019-09-05 08:40:00;176;fruit
2019-09-05 08:40:00;186;dairy
2019-09-05 08:40:00;191;drinks
2019-09-05 08:40:00;203;drinks
2019-09-05 08:41:00;145;drinks
2019-09-05 08:41:00;193;drinks
2019-09-05 08:41:00;197;checkout
2019-09-05 08:41:00;201;checkout
2019-09-05 08:41:00;207;drinks
2019-09-05 08:42:00;176;checkout
2019-09-05 08:42:00;203;checkout
2019-09-05 08:42:00;208;fruit
2019-09-05 08:42:00;209;drinks
2019-09-05 08:42:00;210;dairy
2019-09-05 08:42:00;211;dairy
2019-09-05 08:42:00;212;fruit
2019-09-05 08:43:00;206;checkout
2019-09-05 08:43:00;209;checkout
2019-09-05 08:43:00;213;fruit
2019-09-05 08:43:00;214;fruit
2019-09-05 08:43:00;215;fruit
2019-09-05 08:43:00;216;dairy
2019-09-05 08:43:00;217;fruit
2019-09-05 08:43:00;218;fruit
2019-09-05 08:43:00;219;spices
2019-09-05 08:43:00;220;fruit
2019-09-05 08:44:00;145;fruit
2019-09-05 08:44:00;207;checkout
2019-09-05 08:44:00;214;dairy
2019-09-05 08:44:00;215;drinks
2019-09-05 08:44:00;220;checkout
2019-09-05 08:44:00;221;fruit
2019-09-05 08:45:00;191;checkout
2019-09-05 08:45:00;193;fruit
2019-09-05 08:45:00;210;checkout
2019-09-05 08:45:00;213;checkout
2019-09-05 08:45:00;215;fruit
2019-09-05 08:45:00;216;checkout
2019-09-05 08:45:00;217;checkout
2019-09-05 08:45:00;219;checkout
2019-09-05 08:45:00;221;drinks
2019-09-05 08:45:00;222;spices
2019-09-05 08:45:00;223;dairy
2019-09-05 08:45:00;224;spices
2019-09-05 08:45:00;225;fruit
2019-09-05 08:46:00;145;checkout
2019-09-05 08:46:00;193;drinks
2019-09-05 08:46:00;212;checkout
2019-09-05 08:46:00;218;drinks
2019-09-05 08:46:00;223;checkout
2019-09-05 08:46:00;224;dairy
2019-09-05 08:47:00;149;fruit
2019-09-05 08:47:00;186;spices
2019-09-05 08:47:00;193;checkout
2019-09-05 08:47:00;208;checkout
2019-09-05 08:47:00;214;spices
2019-09-05 08:47:00;222;drinks
2019-09-05 08:47:00;224;checkout
2019-09-05 08:47:00;226;dairy
2019-09-05 08:48:00;149;spices
2019-09-05 08:48:00;215;drinks
2019-09-05 08:48:00;218;spices
2019-09-05 08:48:00;221;spices
2019-09-05 08:48:00;222;fruit
2019-09-05 08:48:00;226;drinks
2019-09-05 08:48:00;227;fruit
2019-09-05 08:49:00;186;dairy
2019-09-05 08:49:00;214;drinks
2019-09-05 08:49:00;218;dairy
2019-09-05 08:49:00;222;drinks
2019-09-05 08:49:00;226;dairy
2019-09-05 08:50:00;214;checkout
2019-09-05 08:50:00;215;checkout
2019-09-05 08:50:00;222;checkout
2019-09-05 08:50:00;225;dairy
2019-09-05 08:50:00;226;spices
2019-09-05 08:50:00;227;checkout
2019-09-05 08:51:00;149;dairy
2019-09-05 08:51:00;218;fruit
2019-09-05 08:51:00;221;dairy
2019-09-05 08:51:00;226;dairy
2019-09-05 08:52:00;149;fruit
2019-09-05 08:52:00;226;fruit
2019-09-05 08:52:00;228;spices
2019-09-05 08:52:00;229;fruit
2019-09-05 08:52:00;230;fruit
2019-09-05 08:53:00;149;checkout
2019-09-05 08:53:00;186;checkout
2019-09-05 08:53:00;226;drinks
2019-09-05 08:53:00;231;dairy
2019-09-05 08:53:00;232;fruit
2019-09-05 08:53:00;233;dairy
2019-09-05 08:53:00;234;spices
2019-09-05 08:53:00;235;dairy
2019-09-05 08:54:00;221;checkout
2019-09-05 08:54:00;229;spices
2019-09-05 08:54:00;231;checkout
2019-09-05 08:54:00;232;checkout
2019-09-05 08:54:00;234;drinks
2019-09-05 08:54:00;236;fruit
2019-09-05 08:54:00;237;fruit
2019-09-05 08:54:00;238;dairy
2019-09-05 08:55:00;218;checkout
2019-09-05 08:55:00;226;fruit
2019-09-05 08:55:00;237;checkout
2019-09-05 08:55:00;239;fruit
2019-09-05 08:55:00;240;fruit
2019-09-05 08:55:00;241;dairy
2019-09-05 08:55:00;242;dairy
2019-09-05 08:55:00;243;dairy
2019-09-05 08:56:00;211;drinks
2019-09-05 08:56:00;226;drinks
2019-09-05 08:56:00;228;checkout
2019-09-05 08:56:00;230;dairy
2019-09-05 08:56:00;238;checkout
2019-09-05 08:57:00;211;checkout
